Report_ID	GUID	CPF_ID	Filer_CPF_ID	Report_Type_ID	Report_Type_Description	Is_Amendment	Amendment_To_Report_ID	Filing_Date	Reporting_Period	Report_Year	Start_Date	End_Date	Start_Balance	Receipts_Total	Subtotal	Expenditures_Total	End_Balance	Inkinds_Total	Receipts_Unitemized_Total	Receipts_Itemized_Total	Expenditures_Unitemized_Total	Expenditures_Itemized_Total	Inkinds_Unitemized_Total	Inkinds_Itemized_Total	Liabilities_Itemized_Total	Savings_Total	Out_Of_Pocket_Itemized_Total	Out_Of_Pocket_Unitemized_Total	Deposit_Sequence	Reimbursee	Payments_Made	Interest	Account_Name	Check_Number	OCPF_Candidate_First_Name	OCPF_Candidate_Last_Name	OCPF_Full_Name	OCPF_Depository_Bank_Name	OCPF_District_Code	OCPF_Office	OCPF_District	OCPF_Comm_Name	Payment_Date	In_Transit_Adjustment	Vendor_Name	
105133	"320d63c8-398e-449b-9bf9-c87db97bd244"	14885	14885	60	"Deposit Report"	False		1/5/2010	"1/5/10"	2010		1/5/2010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000047"	""			""	""	"Damian M."	"Anketell"	"Damian M. Anketell"	""	505	"Sheriff"	"Essex County"	"Anketell Committee"			""	
105137	"38880e48-39d1-4e08-9e87-7c3b0967f3e0"	13483	13483	60	"Deposit Report"	False		1/6/2010	"1/5/10"	2010		1/5/2010	0.0000	325.0000	325.0000				0.0000	325.0000	0.0000		0.0000						"2000045"	""			""	""	"Michael"	"O'Keefe"	"Michael O'Keefe"	"Rockland Trust"	604	"District Attorney"	"Cape & Islands District - Barnstable County, Dukes County, Nantucket County"	"O'Keefe Committee"			""	
105138	"19d703ab-f350-4749-9916-8fee0d24d9fb"	15010	15010	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	350.0000	350.0000				0.0000	350.0000	0.0000		0.0000						"2000009"	""			""	""	"Stephen E."	"Spelman"	"Stephen E. Spelman"	"United Cooperative Bank"	607	"District Attorney"	"Hampden District - Hampden County"	"Spelman Committee"			""	
105140	"460c301e-0c27-43bc-bb25-a65cfa5b9066"	13816	13816	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000012"	""			""	""	"Christopher J."	"Donelan"	"Christopher J. Donelan"	""	506	"Sheriff"	"Franklin County"	"Donelan Committee"			""	
105145	"6f579804-874a-49de-9849-1df8ed95ce39"	14376	14376	60	"Deposit Report"	True	105143	1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	500.0000	500.0000	0.0000	0.0000	0.0000	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001917"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	"Citizens Bank"	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105148	"66ee8b98-8154-4848-80b6-598b413aba44"	13938	13938	90	"Reimbursement Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	0.0000	0.0000	2693.4900	0.0000	0.0000	0.0000	0.0000	0.0000	2693.4900	0.0000	0.0000	0.0000	0.0000			""	"Passcantilli, Dan"			""	""	"Joseph A."	"Connolly"	"Joseph A. Connolly"	""	1113	"Constitutional"	"Treasurer of Commonwealth"	"Connolly Committee"			""	
105155	"021706fc-1448-460e-aca3-6fa1011f9038"	14376	14376	60	"Deposit Report"	True	105154	1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	1150.2000	1150.2000	0.0000	0.0000	0.0000	0.0000	1150.2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001918"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	"Citizens Bank"	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105158	"b596a7a3-6ada-4bc2-b0ba-39eeb7eee947"	14376	14376	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	1700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001919"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105159	"9418836b-43c4-4ea6-b394-295f6d289135"	14943	14943	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	270.0000	0.0000	0.0000	0.0000	0.0000	70.0000	200.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000198"	""			""	""	"Christy"	"Mihos"	"Christy Mihos"	""	1109	"Constitutional"	"Governor"	"Mihos Committee"			""	
105161	"61bd0f17-2551-4c04-ba76-d6d3c6b41076"	14943	14943	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	4705.0000	0.0000	0.0000	0.0000	0.0000	25.0000	4680.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000199"	""			""	""	"Christy"	"Mihos"	"Christy Mihos"	""	1109	"Constitutional"	"Governor"	"Mihos Committee"			""	
105163	"8226df70-bef2-4be3-895d-631f6ba57448"	14943	14943	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	20000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000200"	""			""	""	"Christy"	"Mihos"	"Christy Mihos"	""	1109	"Constitutional"	"Governor"	"Mihos Committee"			""	
105167	"e5482da9-1dbd-4ccd-b8d4-1243d43eba95"	14939	14939	60	"Deposit Report"	False		1/6/2010	"1/5/10"	2010		1/5/2010	0.0000	35.0000	35.0000				0.0000	35.0000	0.0000		0.0000						"2000011"	""			""	""	"Hassan A."	"Smith"	"Hassan A. Smith"	"Sovereign Bank New England"	513	"Sheriff"	"Suffolk County"	"Smith Committee"			""	
105169	"fe9b083b-449a-459e-8837-3d0dbad33d1f"	14376	14376	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	775.0000	0.0000	0.0000	0.0000	0.0000	0.0000	775.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001920"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105170	"925e833e-b6ea-4d85-8b45-9a348cbc4777"	11519	11519	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	340.0000	0.0000	0.0000	0.0000	0.0000	140.0000	200.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000041"	""			""	""	"John R."	"Buckley Jr."	"John R. Buckley Jr."	""	912	"Registrar of Deeds"	"Plymouth County"	"Buckley Committee"			""	
105203	"59987995-7f3f-48c5-a533-5cc9bdaaac14"	12134	12134	60	"Deposit Report"	False		1/6/2010	"1/6/10"	2010		1/6/2010	0.0000	2600.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2600.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000116"	""			""	""	"Guy William"	"Glodis"	"Guy William Glodis"	""	1114	"Constitutional"	"Auditor"	"Glodis Committee"			""	
105220	"b6d68718-74a8-4093-ad34-ecdfa5dd143e"	14376	14376	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001924"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105226	"739ec728-7390-4fe9-bf26-0129eb78c8e1"	14376	14376	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	1025.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1025.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001921"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105228	"4c6f925f-5c0d-40b9-a34f-44ec47a2c039"	13623	13623	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	300.0000	0.0000	0.0000	0.0000	0.0000	50.0000	250.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000058"	""			""	""	"Kamal"	"Jain"	"Kamal Jain"	""	1114	"Constitutional"	"Auditor"	"Jain Committee"			""	
105229	"e7b7373b-a490-4efa-9fc8-a76201af1a92"	13623	13623	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000059"	""			""	""	"Kamal"	"Jain"	"Kamal Jain"	""	1114	"Constitutional"	"Auditor"	"Jain Committee"			""	
105230	"fa516ada-0781-4147-9c26-8dcbd37fd2f8"	14989	14989	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000020"	""			""	""	"John"	"Gosselin"	"John Gosselin"	""	1106	"Governor's Council"	"District, 6th"	"Gosselin committee"			""	
105280	"2c85fc0c-03e3-4b76-a959-e951371e7af9"	14376	14376	60	"Deposit Report"	True	105279	1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	525.0000	525.0000	0.0000	0.0000	0.0000	0.0000	525.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001922"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	"Citizens Bank"	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105282	"3b230f2e-6b71-4bd2-b09e-f20fac81ba0f"	14376	14376	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	300.0000	0.0000	0.0000	0.0000	0.0000	0.0000	300.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001923"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105283	"ceb53061-f105-407d-b492-d3428933069d"	12247	12247	60	"Deposit Report"	False		1/7/2010	"1/5/10"	2010		1/5/2010	0.0000	125.0000	125.0000				0.0000	125.0000	0.0000		0.0000						"2000093"	""			""	""	"Michael G."	"Bellotti"	"Michael G. Bellotti"	"Citizens Bank"	511	"Sheriff"	"Norfolk County"	"Bellotti Committee"			""	
105302	"5dd3607f-db55-4d88-b879-773bfa117945"	13858	13858	60	"Deposit Report"	False		1/7/2010	"1/7/10"	2010		1/7/2010	0.0000	650.0000	0.0000	0.0000	0.0000	0.0000	0.0000	650.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000126"	""			""	""	"David E."	"Sullivan"	"David E. Sullivan"	""	606	"District Attorney"	"Northwestern District - Franklin County, Hampshire County"	"Sullivan Committee"			""	
105330	"1b86f04f-cd49-4b01-bdcd-149515986011"	13609	13609	60	"Deposit Report"	True	104800	1/8/2010	"1/4/10"	2010		1/4/2010	0.0000	4450.0000	4450.0000	0.0000	0.0000	0.0000	50.0000	4400.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000305"	""			""	""	"Steven"	"Grossman"	"Steven Grossman"	"Century Bank & Trust"	1113	"Constitutional"	"Treasurer of Commonwealth"	"Grossman Committee"			""	
105334	"20aebd4d-83c9-4e02-bd16-6e19d274a801"	13878	13878	60	"Deposit Report"	False		1/8/2010	"1/7/10"	2010		1/7/2010	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000119"	""			""	""	"Daniel F."	"Conley"	"Daniel F. Conley"	""	613	"District Attorney"	"Suffolk District - Suffolk County"	"Conley Committee"			""	
105338	"408dc342-0cb6-4966-a3a0-cdb4088869fe"	14935	14935	60	"Deposit Report"	False		1/8/2010	"1/8/10"	2010		1/8/2010	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000057"	""			""	""	"Michael A."	"Cahillane"	"Michael A. Cahillane"	""	606	"District Attorney"	"Northwestern District - Franklin County, Hampshire County"	"Cahillane Committee"			""	
105349	"244ab822-1e34-457a-9522-152b7f3296b4"	13785	13785	60	"Deposit Report"	False		1/8/2010	"1/4/10"	2010		1/4/2010	0.0000	100.0000	100.0000				0.0000	100.0000	0.0000		0.0000						"2000055"	""			""	""	"Jose F."	"Tosado"	"Jose F. Tosado"	"Sovereign Bank New England"	940	"City Wide"	"Springfield"	"Tosado Committee"			""	
105362	"b4b7dab1-ab3d-4726-9b06-bc98b61839f1"	14837	14837	90	"Reimbursement Report"	False		1/8/2010	"1/8/10"	2010		1/8/2010	0.0000			39.7900			0.0000		39.7900	0.0000	0.0000						""	"John DeJesus"			""	"1045"	"John"	"DeJesus"	"John DeJesus"	"Sovereign Bank New England"	803	"Register of Probate"	"Bristol County"	"DeJesus Committee"			""	
105365	"213969f8-fe25-4958-9ebe-8fce8cf6bcaf"	14837	14837	12	"Dissolution Report (D102)"	False		1/8/2010	"1/1/10 - 1/8/10"	2010	1/1/2010	1/8/2010	39.7900	0.0000	39.7900	39.7900	0.0000	0.0000	0.0000	0.0000	39.7900	0.0000	0.0000	0.0000	0.0000	0.0000			""	""			""	""	"John"	"DeJesus"	"John DeJesus"	"Sovereign Bank New England"	803	"Register of Probate"	"Bristol County"	"DeJesus Committee"			""	
105378	"4dd40ee9-35a5-4811-8b7d-4ec616d23a43"	11035	11035	60	"Deposit Report"	False		1/8/2010	"1/8/10"	2010		1/8/2010	0.0000	5000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000221"	""			""	""	"MA"	"Republican State Committee"	"MA Republican State Committee"	""	9999	"Unknown/ N/A"	"Unknown/ N/A"	"Republican State Committee"			""	
105385	"4edc4c2c-3449-47d1-b299-341fbb9b76d9"	12119	12119	60	"Deposit Report"	False		1/8/2010	"1/7/10"	2010		1/7/2010	0.0000	1800.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1800.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000010"	""			""	""	"John F."	"Quinn"	"John F. Quinn"	""	503	"Sheriff"	"Bristol County"	"Quinn Committee"			""	
105389	"d97d78fb-5566-43d2-9603-9887e6b5630d"	14896	14896	60	"Deposit Report"	False		1/9/2010	"1/9/10"	2010		1/9/2010	0.0000	3100.0000	3100.0000				50.0000	3050.0000	0.0000		0.0000						"2000065"	""			""	""	"Felix G."	"Arroyo"	"Felix G. Arroyo"	"Citizens Bank"	920	"City Wide"	"Boston"	"Arroyo Committee"			""	
105392	"3edb75ba-38de-4c80-87ec-7d05e7b155d6"	15010	15010	60	"Deposit Report"	False		1/9/2010	"1/9/10"	2010		1/9/2010	0.0000	500.0000	500.0000				0.0000	500.0000	0.0000		0.0000						"2000010"	""			""	""	"Stephen E."	"Spelman"	"Stephen E. Spelman"	"United Cooperative Bank"	607	"District Attorney"	"Hampden District - Hampden County"	"Spelman Committee"			""	
105403	"e3dea5a0-b68c-4d80-aa04-48fa7edb56f7"	13938	13938	90	"Reimbursement Report"	False		1/10/2010	"1/6/10"	2010		1/6/2010	0.0000	0.0000	0.0000	376.4300	0.0000	0.0000	0.0000	0.0000	13.0600	363.3700	0.0000	0.0000	0.0000	0.0000			""	"Bank of America (joe Connolly)"			""	""	"Joseph A."	"Connolly"	"Joseph A. Connolly"	""	1113	"Constitutional"	"Treasurer of Commonwealth"	"Connolly Committee"			""	
105409	"85a8a1f1-056c-4c27-b5c3-46db958a6585"	10690	10690	60	"Deposit Report"	False		1/10/2010	"1/7/10"	2010		1/7/2010	0.0000	350.0000	350.0000				0.0000	350.0000	0.0000		0.0000						"2000036"	""			""	""	"Carmen"	"Massimiano"	"Carmen Massimiano"	"TD Banknorth NA"	502	"Sheriff"	"Berkshire County"	"Massimiano Committee"			""	
105426	"86216d5d-fcef-4cac-853e-252d7f0cf7dc"	13938	13938	90	"Reimbursement Report"	True	105149	1/10/2010	"1/6/10"	2010		1/6/2010	0.0000	0.0000	0.0000	738.0500	0.0000	0.0000	0.0000	0.0000	0.0000	738.0500	0.0000	0.0000	0.0000	0.0000			""	"Passcantilli, Dan"			""	""	"Joseph A."	"Connolly"	"Joseph A. Connolly"	""	1113	"Constitutional"	"Treasurer of Commonwealth"	"Connolly Committee"			""	
105457	"2e813f60-f102-4ab3-88bb-726501482bf1"	11034	11034	60	"Deposit Report"	True	105455	1/11/2010	"1/7/10"	2010		1/7/2010	0.0000	1685.8000	0.0000	0.0000	0.0000	0.0000	0.0000	1685.8000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2000629"	""			""	""	"MA"	"Democratic State Committee"	"MA Democratic State Committee"	""	9999	"Unknown/ N/A"	"Unknown/ N/A"	"Democratic State Committee"			""	
105468	"c3294d55-758c-4688-95db-98887e91d1f4"	14376	14376	60	"Deposit Report"	False		1/11/2010	"1/8/10"	2010		1/8/2010	0.0000	185.0000	0.0000	0.0000	0.0000	0.0000	0.0000	185.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001925"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105472	"09d25d55-9ca2-43d5-a599-bb5e185e71a6"	14376	14376	60	"Deposit Report"	False		1/11/2010	"1/8/10"	2010		1/8/2010	0.0000	75.0000	0.0000	0.0000	0.0000	0.0000	0.0000	75.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001926"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105473	"0dd6f523-fc5b-445f-ac6d-4e6083f7dc6f"	14376	14376	60	"Deposit Report"	False		1/11/2010	"1/11/10"	2010		1/11/2010	0.0000	750.0000	0.0000	0.0000	0.0000	0.0000	0.0000	750.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001927"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105474	"b660a931-8f3e-41b5-8d15-5c0cec6a1382"	14376	14376	60	"Deposit Report"	False		1/11/2010	"1/11/10"	2010		1/11/2010	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001928"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105485	"2a2d7e87-a6b1-4ffa-962f-60c9127bed9d"	14376	14376	60	"Deposit Report"	False		1/11/2010	"1/11/10"	2010		1/11/2010	0.0000	150.0000	0.0000	0.0000	0.0000	0.0000	0.0000	150.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000			"2001929"	""			""	""	"Deval L."	"Patrick"	"Deval L. Patrick"	""	1109	"Constitutional"	"Governor"	"Patrick Committee"			""	
105487	"ceabd3cc-def5-4fa2-88d0-ffac99f18d32"	14954	14954	60	"Deposit Report"	False		1/11/2010	"1/5/10"	2010		1/5/2010	0.0000	500.0000	500.0000				0.0000	500.0000	0.0000		0.0000						"2000042"	""			""	""	"Joseph C."	"O'Brien"	"Joseph C. O'Brien"	"Commerce Bank & Trust"	950	"City Wide"	"Worcester"	"O'Brien Committee"			""	
